"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PNFP","Pinnacle Financial Partners, Inc.","67.5","$3.36B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pnfp",
"PPSI","Pioneer Power Solutions, Inc.","7","$60.99M","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/ppsi",
"PXLW","Pixelworks, Inc.","4.77","$141.63M","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/pxlw",
"PLPM","Planet Payment, Inc.","3.53","$175.63M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/plpm",
"PLYA","Playa Hotels & Resorts N.V.","10.6","$1.11B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/plya",
"PLYAW","Playa Hotels & Resorts N.V.","1.04","n/a","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/plyaw",
"PLXS","Plexus Corp.","52.25","$1.76B","n/a","Technology","Electrical Products","http://www.nasdaq.com/symbol/plxs",
"PLUG","Plug Power, Inc.","2.08","$464.78M","1999","Energy","Industrial Machinery/Components","http://www.nasdaq.com/symbol/plug",
"PLBC","Plumas Bancorp","19.3","$95.18M","n/a","Finance","Finance Companies","http://www.nasdaq.com/symbol/plbc",
"PSTI","Pluristem Therapeutics, Inc.","1.35","$130.05M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/psti",
"PLXP","PLx Pharma Inc.","6.75","$1.18M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/plxp",
"PBSK","Poage Bankshares, Inc.","19.6","$72.08M","2011","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pbsk",
"PNTR","Pointer Telocation Ltd.","11.95","$94.92M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/pntr",
"PCOM","Points International, Ltd.","9.4","$139.77M","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/pcom",
"POLA","Polar Power, Inc.","4.93","$50.01M","2016","n/a","n/a","http://www.nasdaq.com/symbol/pola",
"COOL","PolarityTE, Inc.","17.1","$100.5M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"POOL","Pool Corporation","121.63","$5.03B","1995","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/pool",
"POPE","Pope Resources","73.2","$319.75M","n/a","Consumer Non-Durables","Environmental Services","http://www.nasdaq.com/symbol/pope",
"BPOP","Popular, Inc.","39.27","$4.01B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpop",
"BPOPM","Popular, Inc.","22.5407","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopm",
"BPOPN","Popular, Inc.","24.35","$292.2M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/bpopn",
"PBIB","Porter Bancorp, Inc.","10.02","$62.6M","2006","Finance","Major Banks","http://www.nasdaq.com/symbol/pbib",
"PTLA","Portola Pharmaceuticals, Inc.","36.9","$2.1B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptla",
"PBPB","Potbelly Corporation","11.9","$298.04M","2013","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/pbpb",
"PCH","Potlatch Corporation","47.05","$1.91B","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/pch",
"POWL","Powell Industries, Inc.","33.28","$380.35M","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/powl",
"POWI","Power Integrations, Inc.","65.65","$1.95B","1997","Technology","Semiconductors","http://www.nasdaq.com/symbol/powi",
"PLW","PowerShares 1-30 Laddered Treasury Portfolio","33.05","$183.43M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/plw",
"PKW","PowerShares BuyBack Achievers Portfolio","53.36","$1.34B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pkw",
"PFM","PowerShares Dividend Achievers Portfolio","24.61","$321.16M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfm",
"PYZ","PowerShares DWA Basic Materials Momentum Portfolio","60.595","$96.95M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pyz",
"PEZ","PowerShares DWA Consumer Cyclicals Momentum Portfolio","45.42","$47.69M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pez",
"PSL","PowerShares DWA Consumer Staples Momentum Portfolio","60.59","$78.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psl",
"PIZ","PowerShares DWA Developed Markets Momentum Portfolio","25.75","$202.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/piz",
"PIE","PowerShares DWA Emerging Markets Momentum Portfolio","17.13","$177.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pie",
"PXI","PowerShares DWA Energy Momentum Portfolio","33.37","$96.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pxi",
"PFI","PowerShares DWA Financial Momentum Portfolio","31.6545","$79.14M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfi",
"PTH","PowerShares DWA Healthcare Momentum Portfolio","56.59","$62.25M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pth",
"PRN","PowerShares DWA Industrials Momentum Portfolio","54.11","$124.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prn",
"DWLV","PowerShares DWA Momentum & Low Volatility Rotation Portfolio","28.0799","$4.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwlv",
"PDP","PowerShares DWA Momentum Portfolio","47.1","$1.39B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdp",
"DWAQ","PowerShares DWA NASDAQ Momentum Portfolio","89.12","$35.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwaq",
"DWAS","PowerShares DWA SmallCap Momentum Portfolio","42.29","$186.08M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwas",
"DWIN","PowerShares DWA Tactical Multi-Asset Income Portfolio","27.71","$124.7M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwin",
"DWTR","PowerShares DWA Tactical Sector Rotation Portfolio","25.5","$90.53M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwtr",
"PTF","PowerShares DWA Technology Momenum Portfolio","46.61","$123.52M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ptf",
"PUI","PowerShares DWA Utilities Momentum Portfolio","28.56","$89.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pui",
"IDLB","PowerShares FTSE International Low Beta Equal Weight Portfolio","28.84","$154.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/idlb",
"PRFZ","PowerShares FTSE RAFI US 1500 Small-Mid Portfolio","118.88","$1.65B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/prfz",
"PAGG","PowerShares Global Agriculture Portfolio","25.24","$22.72M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pagg",
"PSAU","PowerShares Global Gold & Precious Metals Portfolio","19.12","$37.28M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psau",
"PIO","PowerShares Global Water Portfolio","24.0628","$192.5M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pio",
"PGJ","PowerShares Golden Dragon China Portfolio","37.58","$170.99M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pgj",
"PEY","PowerShares High Yield Equity Dividend Achievers Portfolio","17.17","$960.66M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pey",
"IPKW","PowerShares International BuyBack Achievers Portfolio","32.2997","$130.81M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ipkw",
"PID","PowerShares International Dividend Achievers Portfolio","15.4","$811.58M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pid",
"KBWB","PowerShares KBW Bank Portfolio","48.84","$842.49M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwb",
"KBWD","PowerShares KBW High Dividend Yield Financial Portfolio","24.47","$304.65M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwd",
"KBWY","PowerShares KBW Premium Yield Equity REIT Portfolio","37.92","$322.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwy",
"KBWP","PowerShares KBW Property & Casualty Insurance Portfolio","58.5794","$105.44M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwp",
"KBWR","PowerShares KBW Regional Banking Portfolio","54.82","$167.2M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/kbwr",
"LDRI","PowerShares LadderRite 0-5 Year Corporate Bond Portfolio","25.0162","$22.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ldri",
"LALT","PowerShares Multi-Strategy Alternative Portfolio","22.313","$4.46M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lalt",
"PNQI","PowerShares Nasdaq Internet Portfolio","102.57","$389.77M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pnqi",
"PDBC","PowerShares Optimum Yield Diversified Commodity Strategy No K-","15.31","$408.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pdbc",
"QQQ","PowerShares QQQ Trust, Series 1","139.75","$51.89B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/qqq",
"USLB","PowerShares Russell 1000 Low Beta Equal Weight Portfolio","29.44","$160.45M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/uslb",
"PSCD","PowerShares S&P SmallCap Consumer Discretionary Portfolio","54.7831","$63M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscd",
"PSCC","PowerShares S&P SmallCap Consumer Staples Portfolio","70.51","$66.98M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscc",
"PSCE","PowerShares S&P SmallCap Energy Portfolio","13.69","$34.91M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psce",
"PSCF","PowerShares S&P SmallCap Financials Portfolio","52.44","$246.47M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscf",
"PSCH","PowerShares S&P SmallCap Health Care Portfolio","84.58","$207.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psch",
"PSCI","PowerShares S&P SmallCap Industrials Portfolio","56.66","$96.32M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psci",
"PSCT","PowerShares S&P SmallCap Information Technology Portfolio","75.03","$540.22M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psct",
"PSCM","PowerShares S&P SmallCap Materials Portfolio","46.63","$55.96M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscm",
"PSCU","PowerShares S&P SmallCap Utilities Portfolio","53.1522","$45.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pscu",
"VRIG","PowerShares Variable Rate Investment Grade Portfolio","25.24","$69.41M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/vrig",
"PHO","PowerShares Water Resources Portfolio","27.23","$814.18M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pho",
"PRAA","PRA Group, Inc.","36","$1.67B","2002","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/praa",
"PRAH","PRA Health Sciences, Inc.","71.67","$4.48B","2014","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/prah",
"PRAN","Prana Biotechnology Ltd","2.1063","$18.74M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pran",
"PFBC","Preferred Bank","52.06","$755.6M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pfbc",
"PLPC","Preformed Line Products Company","47.99","$245.62M","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/plpc",
"PFBI","Premier Financial Bancorp, Inc.","21.45","$228.61M","1996","Finance","Major Banks","http://www.nasdaq.com/symbol/pfbi",
"PINC","Premier, Inc.","35.29","$1.83B","2013","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/pinc",
"LENS","Presbia PLC","2.85","$48.8M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lens",
"PSDO","Presidio, Inc.","15.05","$1.37B","2017","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/psdo",
"PRGX","PRGX Global, Inc.","6.55","$144.92M","1996","Consumer Services","Diversified Commercial Services","http://www.nasdaq.com/symbol/prgx",
"PSMT","PriceSmart, Inc.","88.3","$2.68B","n/a","Consumer Services","Department/Specialty Retail Stores","http://www.nasdaq.com/symbol/psmt",
"PBMD","Prima BioMed Ltd","2.3684","$49.1M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbmd",
"PNRG","PrimeEnergy Corporation","44.1","$100.55M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/pnrg",
"PRMW","Primo Water Corporation","13.32","$398.42M","2010","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/prmw",
"PRIM","Primoris Services Corporation","24.58","$1.26B","n/a","Basic Industries","Water Supply","http://www.nasdaq.com/symbol/prim",
"BTEC","Principal Healthcare Innovators Index ETF","26.72","$6.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/btec",
"GENY","Principal Millennials Index ETF","29.1699","$7.29M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/geny",
"PSET","Principal Price Setters Index ETF","28.9661","$7.24M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/pset",
"PY","Principal Shareholder Yield Index ETF","28.82","$7.21M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/py",
"PSC","Principal U.S. Small Cap Index ETF","29.189","$277.3M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/psc",
"PVTB","PrivateBancorp, Inc.","60.47","$4.84B","1999","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtb",
"PVTBP","PrivateBancorp, Inc.","25.184","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/pvtbp",
"PDEX","Pro-Dex, Inc.","5.6218","$22.57M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/pdex",
"IPDN","Professional Diversity Network, Inc.","8.18","$32.19M","2013","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/ipdn",
"PFIE","Profire Energy, Inc.","1.31","$64.09M","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/pfie",
"PGNX","Progenics Pharmaceuticals Inc.","6.95","$488.07M","1997","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pgnx",
"PRGS","Progress Software Corporation","29.26","$1.41B","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/prgs",
"PFPT","Proofpoint, Inc.","86.64","$3.79B","2012","Technology","EDP Services","http://www.nasdaq.com/symbol/pfpt",
"PRPH","ProPhase Labs, Inc.","1.99","$34.14M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prph",
"PRQR","ProQR Therapeutics N.V.","5","$119.33M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prqr",
"BIB","ProShares Ultra Nasdaq Biotechnology","48.86","$356.68M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bib",
"UBIO","Proshares UltraPro Nasdaq Biotechnology","28.02","$36.42M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ubio",
"TQQQ","ProShares UltraPro QQQ","102.38","$1.71B","n/a","n/a","n/a","http://www.nasdaq.com/symbol/tqqq",
"ZBIO","ProShares UltraPro Short NASDAQ Biotechnology","15.88","$6.35M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/zbio",
"SQQQ","ProShares UltraPro Short QQQ","31.18","$540.51M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/sqqq",
"BIS","ProShares UltraShort Nasdaq Biotechnology","26.97","$50.84M","n/a","n/a","n/a","http://www.nasdaq.com/symbol/bis",
"PSEC","Prospect Capital Corporation","8.02","$2.89B","2004","n/a","n/a","http://www.nasdaq.com/symbol/psec",
"PTGX","Protagonist Therapeutics, Inc.","11.05","$186.26M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptgx",
"PRTO","Proteon Therapeutics, Inc.","1.2","$20.13M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/prto",
"PTI","Proteostasis Therapeutics, Inc.","3.82","$95.59M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pti",
"PRTA","Prothena Corporation plc","54.55","$2.07B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/prta",
"PVBC","Provident Bancorp, Inc.","22.2","$214.03M","2015","Finance","Savings Institutions","http://www.nasdaq.com/symbol/pvbc",
"PROV","Provident Financial Holdings, Inc.","19.88","$156.88M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/prov",
"PBIP","Prudential Bancorp, Inc.","18.19","$163.86M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/pbip",
"PSDV","pSivida Corp.","1.75","$68.87M","n/a","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/psdv",
"PMD","Psychemedics Corporation","22.03","$120.29M","n/a","Health Care","Medical Specialities","http://www.nasdaq.com/symbol/pmd",
"PTC","PTC Inc.","57.6","$6.65B","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ptc",
"PTCT","PTC Therapeutics, Inc.","16.825","$693.93M","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ptct",
"PULM","Pulmatrix, Inc.","2.46","$46.92M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pulm",
"PLSE","Pulse Biosciences, Inc","33.1","$469.2M","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/plse",
"PBYI","Puma Biotechnology Inc","79.55","$2.94B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/pbyi",
"PCYO","Pure Cycle Corporation","8.2","$194.78M","n/a","Public Utilities","Water Supply","http://www.nasdaq.com/symbol/pcyo",
"IMED","PureFunds ETFx HealthTech ETF","29.6448","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/imed",
"FINQ","Purefunds Solactive FinTech ETF","28.08","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/finq",
"PXS","Pyxis Tankers Inc.","1.54","$28.15M","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/pxs",
"QADA","QAD Inc.","31.4","$597.31M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qada",
"QADB","QAD Inc.","26","$494.77M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qadb",
"QCRH","QCR Holdings, Inc.","48.55","$639.41M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/qcrh",
"QGEN","Qiagen N.V.","34.35","$7.82B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/qgen",
"QIWI","QIWI plc","24.55","$1.49B","2013","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/qiwi",
"QRVO","Qorvo, Inc.","72.13","$9.17B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/qrvo",
"QCOM","QUALCOMM Incorporated","57.01","$84.23B","1991","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/qcom",
"QSII","Quality Systems, Inc.","16.64","$1.04B","1982","Technology","EDP Services","http://www.nasdaq.com/symbol/qsii",
"QBAK","Qualstar Corporation","5.73","$11.7M","2000","Technology","Electronic Components","http://www.nasdaq.com/symbol/qbak",
"QLYS","Qualys, Inc.","40.9","$1.51B","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/qlys",
"QTNA","Quantenna Communications, Inc.","19.08","$642.97M","2016","Technology","Semiconductors","http://www.nasdaq.com/symbol/qtna",
"QTRH","Quarterhill Inc.","1.51","$179.04M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/qtrh",
